"recordID","QCLUSTER","QNUMBER","QLINE","QHDIVISION","QHDISTRICT","QHTYPE","QHQTYPE","QRTYPE","QINTNUM","QRESULT","QWEIGHT_UF","UF104","UF106","UF107","UF108","UF201","UF206","UF207","UF315A","UF315B","UF315C","UF315D","UF702C","UF302","UF303","Domain","Strata","QHWLTHF","QHWLTHI"
2351,1164,33,6,2,19,"Rural","Type A","Unarried Female",63,"Completed",0.623745713,"Yes, school/college",11,"Yes, school/college"," ","No","Not at all","No","Yes","Yes","No","No","Somtimes",13,"No","East",101,1.7347291,5
2353,1164,66,4,2,19,"Rural","Type A","Unarried Female",51,"Completed",0.623745713,"Yes, school/college",7,"Yes, school/college"," ","No","Not at all","No","No","Yes","No","No","Always",13,"No","East",101,-0.95918925,2
2354,1164,69,4,2,19,"Rural","Type A","Unarried Female",51,"Completed",0.623745713,"Yes, school/college",8,"No","KM","No","Not at all","No","No","Yes","No","No","Somtimes",12,"No","East",101,-1.3166045,2
2356,1164,113,5,2,19,"Rural","Type A","Unarried Female",51,"Completed",0.623745713,"Yes, school/college",12,"Yes, school/college"," ","No","Not at all","No","No","Yes","No","Yes","Somtimes",12,"No","East",101,1.7616279,5
2358,1164,122,3,2,19,"Rural","Type A","Unarried Female",51,"Completed",0.623745713,"Yes, madrasa",10,"No","DK","No","Not at all","No","No","Yes","No","No","Somtimes",14,"No","East",101,-0.56593365,3
2360,1164,152,4,2,19,"Rural","Type A","Unarried Female",63,"Completed",0.623745713,"Yes, school/college",5,"Yes , madrasa"," ","No","Not at all","No","No","Yes","No","No","Somtimes",13,"No","East",101,-0.95918925,2
2361,1164,154,2,2,19,"Rural","Type A","Unarried Female",65,"Completed",0.623745713,"Yes, school/college",6,"Yes, school/college"," ","No","Not at all","No","No","No","No","No","Never agree",15,"No","East",101,0.10276817,3
2362,1164,161,5,2,19,"Rural","Type A","Unarried Female",63,"Completed",0.623745713,"Yes, school/college",8,"Yes, school/college"," ","No","Not at all","No","No","Yes","No","No","Always",15,"No","East",101,-1.3166045,2
2363,1164,161,6,2,19,"Rural","Type A","Unarried Female",63,"Completed",0.623745713,"Yes, school/college",5,"Yes, school/college"," ","No","Not at all","No","No","No","No","No","Somtimes",13,"No","East",101,-1.3166045,2
2377,1166,65,2,2,19,"Rural","Type A","Unarried Female",26,"Completed",0.623745713,"Yes, madrasa",9,"Yes , madrasa"," ","No","Not at all","No","No","Yes","No","No","Always",12,"No","East",101,0.75307703,4
2378,1166,82,4,2,19,"Rural","Type A","Unarried Female",157,"Completed",0.623745713,"Yes, madrasa",7,"Yes , madrasa"," ","No","Not at all","No","No","No","No","No","Always",14,"No","East",101,0.08365879,3
2379,1166,111,4,2,19,"Rural","Type A","Unarried Female",159,"Completed",0.623745713,"Yes, madrasa",9,"Yes , madrasa"," ","No","Not at all","No","No","Yes","No","No","Always",13,"Yes","East",101,2.0632413,5
2380,1166,113,4,2,19,"Rural","Type A","Unarried Female",157,"Completed",0.623745713,"Yes, madrasa",9,"Yes , madrasa"," ","No","Not at all","No","No","Yes","No","No","Somtimes",14,"No","East",101,2.4110408,5
2381,1166,117,4,2,19,"Rural","Type A","Unarried Female",159,"Completed",0.623745713,"Yes, madrasa",9,"Yes , madrasa"," ","No","Not at all","No","No","Yes","No","No","Always",14,"Yes","East",101,0.13517616,3
2382,1166,119,3,2,19,"Rural","Type A","Unarried Female",157,"Completed",0.623745713,"Yes, school/college",10,"Yes, school/college"," ","No","Not at all","No","No","Yes","No","No","Always",12,"No","East",101,2.6732639,5
2383,1166,125,2,2,19,"Rural","Type A","Unarried Female",157,"Completed",0.623745713,"Yes, madrasa",9,"Yes , madrasa"," ","No","Not at all","No","No","No","No","No","Always",12,"No","East",101,0.57821754,4
2384,1166,136,2,2,19,"Rural","Type A","Unarried Female",159,"Completed",0.623745713,"Yes, madrasa",9,"Yes , madrasa"," ","No","Not at all","No","No","Yes","No","No","Always",14,"Yes","East",101,2.3286758,5
2406,1168,3,4,7,36,"Rural","Type A","Unarried Female",56,"Completed",0.919807429,"Yes, school/college",10,"Yes, school/college"," ","No","Not at all","No","Yes","Yes","Yes","Yes","Always",13,"No","East",3,2.1957934,5
2407,1168,7,4,7,36,"Rural","Type A","Unarried Female",56,"Completed",0.919807429,"Yes, school/college",12,"Yes, school/college"," ","No","Not at all","No","No","Yes","Yes","No","Most of the time",12,"No","East",3,-0.46255588,3
2408,1168,7,6,7,36,"Rural","Type A","Unarried Female",56,"Completed",0.919807429,"Yes, school/college",8,"Yes, school/college"," ","No","Not at all","No","No","Yes","No","No","Always",14,"No","East",3,-0.46255588,3
2409,1168,9,4,7,36,"Rural","Type A","Unarried Female",56,"Completed",0.919807429,"Yes, school/college",8,"Yes, school/college"," ","No","Not at all","No","Yes","Yes","No","Yes","Never agree",14,"No","East",3,0.09564046,3
2410,1168,33,4,7,36,"Rural","Type A","Unarried Female",85,"Completed",0.919807429,"Yes, school/college",7,"No","K","No","Not at all","No","No","Yes","No","No","Most of the time",13,"No","East",3,-1.0030188,2
2411,1168,37,3,7,36,"Rural","Type A","Unarried Female",85,"Completed",0.919807429,"Yes, school/college",8,"Yes, school/college"," ","No","Not at all","No","No","Yes","No","No","Most of the time",14,"No","East",3,-0.96652573,2
2412,1168,52,4,7,36,"Rural","Type A","Unarried Female",3,"Completed",0.919807429,"Yes, school/college",12,"Yes, school/college"," ","No","Not at all","No","No","Yes","No","No","Always",13,"No","East",3,1.0516315,4
2413,1168,77,3,7,36,"Rural","Type A","Unarried Female",43,"Completed",0.919807429,"Yes, madrasa",8,"Yes , madrasa"," ","No","Not at all","Yes","No","No","No","No","Somtimes",14,"No","East",3,0.30921865,4
2414,1168,79,3,7,36,"Rural","Type A","Unarried Female",43,"Completed",0.919807429,"Yes, school/college",12,"Yes, school/college"," ","No","Not at all","Yes","Yes","Yes","No","Yes","Always",12,"Yes","East",3,2.8680692,5
2415,1168,85,4,7,36,"Rural","Type A","Unarried Female",43,"Completed",0.919807429,"Yes, school/college",7,"Yes, school/college"," ","No","Not at all","No","No","Yes","No","No","Somtimes",14,"No","East",3,1.0025031,4
2416,1168,106,4,7,36,"Rural","Type A","Unarried Female",4,"Completed",0.919807429,"Yes, school/college",10,"Yes, school/college"," ","No","Not at all","No","Yes","Yes","No","No","Most of the time",15,"No","East",3,3.0795606,5
2417,1168,107,3,7,36,"Rural","Type A","Unarried Female",4,"Completed",0.919807429,"Yes, school/college",9,"Yes, school/college"," ","No","Not at all","No","No","Yes","No","No","Somtimes",12,"No","East",3,1.1476138,4
2419,1168,121,3,7,36,"Rural","Type A","Unarried Female",4,"Completed",0.919807429,"Yes, school/college",9,"Yes, school/college"," ","No","Not at all","No","No","Yes","No","No","Somtimes",14,"No","East",3,-0.52080811,3
2420,1168,123,3,7,36,"Rural","Type A","Unarried Female",56,"Completed",0.919807429,"Yes, school/college",7,"No","EK","No","Not at all","No","No","Yes","No","No","Most of the time",12,"No","East",3,-0.88317895,2
2421,1168,125,4,7,36,"Rural","Type A","Unarried Female",56,"Completed",0.919807429,"Yes, school/college",9,"Yes, school/college"," ","No","Not at all","No","Yes","Yes","No","No","Always",14,"No","East",3,1.3696922,4
2422,1168,130,4,7,36,"Rural","Type A","Unarried Female",4,"Completed",0.919807429,"Yes, madrasa",8,"Yes , madrasa"," ","No","Not at all","No","No","Yes","No","No","Most of the time",12,"No","East",3,1.1579028,4
2423,1168,132,4,7,36,"Rural","Type A","Unarried Female",56,"Completed",0.919807429,"Yes both",9,"Yes , madrasa"," ","No","Not at all","No","Yes","Yes","Yes","Yes","Always",14,"Yes","East",3,-1.1230582,2
2424,1168,144,7,7,36,"Rural","Type A","Unarried Female",56,"Completed",0.919807429,"Yes, school/college",8,"Yes, school/college"," ","No","Not at all","No","Yes","Yes","No","No","Somtimes",13,"No","East",3,-0.6456036,3
2425,1168,164,3,7,36,"Rural","Type A","Unarried Female",3,"Completed",0.919807429,"Yes, school/college",10,"Yes, school/college"," ","Smart phone","Not at all","Yes","Yes","Yes","No","Yes","Always",12,"No","East",3,2.4549901,5
2426,1168,164,8,7,36,"Rural","Type A","Unarried Female",3,"Completed",0.919807429,"Yes both",8,"Yes, school/college"," ","No","Not at all","No","No","Yes","No","Yes","Always",12,"No","East",3,2.4549901,5
2427,1168,170,4,7,36,"Rural","Type A","Unarried Female",3,"Completed",0.919807429,"Yes, school/college",10,"Yes, school/college"," ","No","Not at all","No","Yes","Yes","No","No","Most of the time",12,"No","East",3,-0.23396382,3
2428,1168,182,5,7,36,"Rural","Type A","Unarried Female",43,"Completed",0.919807429,"Yes, school/college",7,"No","L","No","Not at all","Yes","No","Yes","No","No","Always",13,"Yes","East",3,-0.65122221,3
2444,1170,12,3,7,36,"Rural","Type A","Unarried Female",56,"Completed",0.919807429,"Yes, school/college",10,"Yes, school/college"," ","No","Less than one a week","No","Yes","Yes","Yes","Yes","Always",13,"Yes","East",3,-1.552645,1
2445,1170,25,5,7,36,"Rural","Type A","Unarried Female",56,"Completed",0.919807429,"Yes, school/college",9,"Yes, school/college"," ","No","At least once a week","Yes","Yes","Yes","No","No","Always",13,"No","East",3,-0.84789693,2
2446,1170,27,5,7,36,"Rural","Type A","Unarried Female",56,"Completed",0.919807429,"Yes, school/college",6,"Yes, school/college"," ","No","Not at all","No","No","No","No","No","Always",13,"No","East",3,-1.5002498,1
2447,1170,30,3,7,36,"Rural","Type A","Unarried Female",56,"Completed",0.919807429,"Yes, school/college",12,"Yes, school/college"," ","Smart phone","Not at all","No","Yes","Yes","No","Yes","Always",12,"Yes","East",3,2.7344696,5
2448,1170,30,4,7,36,"Rural","Type A","Unarried Female",56,"Completed",0.919807429,"Yes, school/college",9,"Yes, school/college"," ","No","Less than one a week","No","Yes","Yes","Yes","Yes","Always",12,"Yes","East",3,2.7344696,5
2449,1170,33,5,7,36,"Rural","Type A","Unarried Female",56,"Completed",0.919807429,"Yes, school/college",12,"Yes, school/college"," ","No","Less than one a week","No","Yes","Yes","No","Yes","Always",13,"No","East",3,3.5286092,5
2450,1170,33,6,7,36,"Rural","Type A","Unarried Female",56,"Completed",0.919807429,"Yes, school/college",10,"Yes, school/college"," ","No","Less than one a week","No","Yes","Yes","No","Yes","Always",14,"Yes","East",3,3.5286092,5
2451,1170,35,5,7,36,"Rural","Type A","Unarried Female",85,"Completed",0.919807429,"Yes, school/college",10,"Yes, school/college"," ","No","Not at all","No","No","Yes","No","No","Always",14,"No","East",3,-0.19364642,3
2452,1170,38,5,7,36,"Rural","Type A","Unarried Female",85,"Completed",0.919807429,"Yes, school/college",10,"Yes, school/college"," ","No","Not at all","No","Yes","Yes","No","No","Somtimes",15,"No","East",3,2.9708932,5
2453,1170,43,6,7,36,"Rural","Type A","Unarried Female",85,"Completed",0.919807429,"Yes, school/college",8,"Yes, school/college"," ","No","Not at all","No","No","Yes","No","Yes","Somtimes",14,"No","East",3,3.6239143,5
2455,1170,49,4,7,36,"Rural","Type A","Unarried Female",85,"Completed",0.919807429,"Yes, school/college",9,"Yes, school/college"," ","No","Not at all","No","No","Yes","No","No","Always",14,"No","East",3,1.4325462,5
2456,1170,49,5,7,36,"Rural","Type A","Unarried Female",85,"Completed",0.919807429,"Yes, school/college",6,"Yes, school/college"," ","No","Not at all","No","No","Yes","No","No","Somtimes",13,"No","East",3,1.4325462,5
2457,1170,84,4,7,36,"Rural","Type A","Unarried Female",3,"Completed",0.919807429,"Yes, school/college",10,"Yes, school/college"," ","No","Not at all","No","No","Yes","No","No","Somtimes",14,"No","East",3,-0.69058731,3
2458,1170,99,5,7,36,"Rural","Type A","Unarried Female",3,"Completed",0.919807429,"Yes, school/college",9,"Yes, school/college"," ","No","Not at all","No","No","Yes","No","No","Always",14,"No","East",3,-1.3838417,1
2460,1170,105,3,7,36,"Rural","Type A","Unarried Female",3,"Completed",0.919807429,"Yes, school/college",9,"Yes, school/college"," ","No","Not at all","No","Yes","Yes","No","No","Always",10,"No","East",3,1.4090467,5
2461,1170,108,6,7,36,"Rural","Type A","Unarried Female",3,"Completed",0.919807429,"Yes, school/college",8,"No","KM","No","Not at all","No","No","No","No","No","Somtimes",14,"No","East",3,-1.0384666,2
2462,1170,108,7,7,36,"Rural","Type A","Unarried Female",3,"Completed",0.919807429,"Yes, school/college",7,"Yes, school/college"," ","No","Not at all","No","No","Yes","No","No","Always",13,"No","East",3,-1.0384666,2
2463,1170,115,3,7,36,"Rural","Type A","Unarried Female",56,"Completed",0.919807429,"Yes, school/college",9,"Yes, school/college"," ","No","Not at all","No","Yes","Yes","Yes","No","Always",13,"No","East",3,0.98648515,4
2464,1170,121,3,7,36,"Rural","Type A","Unarried Female",85,"Completed",0.919807429,"Yes, school/college",9,"Yes, school/college"," ","No","Not at all","No","Yes","Yes","No","Yes","Most of the time",13,"No","East",3,-0.19812345,3
2465,1170,140,3,7,36,"Rural","Type A","Unarried Female",56,"Completed",0.919807429,"Yes, school/college",8,"Yes, school/college"," ","No","Not at all","No","No","Yes","No","No","Somtimes",12,"No","East",3,0.17554707,4
2466,1170,140,4,7,36,"Rural","Type A","Unarried Female",56,"Completed",0.919807429,"Yes, school/college",7,"Yes, school/college"," ","No","Not at all","No","Yes","Yes","No","No","Always",13,"No","East",3,0.17554707,4
2467,1170,155,4,7,36,"Rural","Type A","Unarried Female",3,"Completed",0.919807429,"Yes, school/college",7,"No","M","No","Not at all","No","No","Yes","No","No","Always",14,"No","East",3,2.4859812,5
2487,1172,3,6,7,36,"Rural","Type A","Unarried Female",43,"Completed",0.919807429,"Yes, school/college",8,"Yes, school/college"," ","No","Not at all","No","No","Yes","No","No","Always",14,"No","East",3,-1.7056041,1
2488,1172,33,5,7,36,"Rural","Type A","Unarried Female",43,"Completed",0.919807429,"Yes, school/college",6,"Yes, school/college"," ","No","Not at all","No","No","Yes","No","No","Most of the time",15,"No","East",3,-0.20465311,3
2489,1172,39,7,7,36,"Rural","Type A","Unarried Female",43,"Completed",0.919807429,"Yes, school/college",9,"Yes, school/college"," ","No","Not at all","No","No","Yes","No","No","Somtimes",13,"No","East",3,-0.96567337,2
2490,1172,44,3,7,36,"Rural","Type A","Unarried Female",43,"Completed",0.919807429,"Yes, school/college",5,"No","L","No","Not at all","No","No","No","No","No","Somtimes",13,"No","East",3,-1.5002498,1
2491,1172,44,4,7,36,"Rural","Type A","Unarried Female",43,"Completed",0.919807429,"Yes, school/college",3,"No","H","No","Not at all","No","No","No","No","No","Somtimes",12,"No","East",3,-1.5002498,1
2492,1172,67,2,7,36,"Rural","Type A","Unarried Female",85,"Completed",0.919807429,"Yes, school/college",10,"Yes, school/college"," ","No","Not at all","No","No","Yes","No","No","Never agree",12,"No","East",3,-0.73897826,3
2493,1172,69,3,7,36,"Rural","Type A","Unarried Female",85,"Completed",0.919807429,"Yes, school/college",9,"Yes, school/college"," ","No","Not at all","No","No","Yes","No","No","Somtimes",11,"No","East",3,-1.3166045,2
2494,1172,72,7,7,36,"Rural","Type A","Unarried Female",56,"Completed",0.919807429,"Yes, school/college",8,"Yes, school/college"," ","No","Not at all","No","No","Yes","No","No","Always",14,"Yes","East",3,-1.2901949,2
2495,1172,74,3,7,36,"Rural","Type A","Unarried Female",85,"Completed",0.919807429,"Yes, school/college",12,"Yes, school/college"," ","No","Not at all","No","Yes","Yes","No","No","Never agree",13,"Yes","East",3,1.800155,5
2496,1172,78,8,7,36,"Rural","Type A","Unarried Female",85,"Completed",0.919807429,"Yes, school/college",8,"Yes, school/college"," ","No","Not at all","No","No","Yes","No","No","Somtimes",14,"No","East",3,0.12731672,3
2497,1172,89,3,7,36,"Rural","Type A","Unarried Female",85,"Completed",0.919807429,"Yes, school/college",8,"No","KX","No","Not at all","No","Yes","Yes","No","No","Always",13,"Yes","East",3,0.48344406,4
2498,1172,104,4,7,36,"Rural","Type A","Unarried Female",3,"Completed",0.919807429,"Yes, school/college",12,"Yes, school/college"," ","Yes , basic mobile phone `","Not at all","No","Yes","Yes","No","No","Somtimes",12,"No","East",3,0.16315709,4
2499,1172,119,4,7,36,"Rural","Type A","Unarried Female",3,"Completed",0.919807429,"Yes, school/college",6,"No","KM","No","Not at all","No","No","No","No","No","Always",13,"No","East",3,-1.2795188,2
2500,1172,136,4,7,36,"Rural","Type A","Unarried Female",3,"Completed",0.919807429,"Yes, school/college",8,"Yes, school/college"," ","No","Not at all","No","Yes","Yes","Yes","No","Somtimes",14,"Yes","East",3,-0.1781841,3
2501,1172,148,7,7,36,"Rural","Type A","Unarried Female",56,"Completed",0.919807429,"Yes, school/college",9,"Yes, school/college"," ","No","Not at all","No","Yes","Yes","No","No","Always",11,"No","East",3,1.5679329,5
2502,1172,163,3,7,36,"Rural","Type A","Unarried Female",85,"Completed",0.919807429,"Yes, school/college",9,"Yes, school/college"," ","No","Not at all","No","No","Yes","No","No","Somtimes",13,"No","East",3,-0.79786638,2
2503,1172,178,2,7,36,"Rural","Type A","Unarried Female",56,"Completed",0.919807429,"Yes, school/college",4,"No","HJKX","No","Not at all","No","No","No","No","No","Always",15,"No","East",3,-0.33942759,3
2518,1174,6,8,7,36,"Rural","Type A","Unarried Female",4,"Completed",0.919807429,"Yes, school/college",9,"Yes, school/college"," ","No","Not at all","No","No","Yes","No","No","Somtimes",13,"No","East",3,1.8198301,5
2519,1174,25,7,7,36,"Rural","Type A","Unarried Female",56,"Completed",0.919807429,"Yes, school/college",10,"Yes, school/college"," ","No","Not at all","No","No","Yes","No","No","Always",11,"No","East",3,-0.30248906,3
2520,1174,45,9,7,36,"Rural","Type A","Unarried Female",85,"Completed",0.919807429,"Yes, school/college",12,"Yes, school/college"," ","No","Not at all","No","No","Yes","No","No","Somtimes",11,"No","East",3,0.59380763,4
2521,1174,45,10,7,36,"Rural","Type A","Unarried Female",85,"Completed",0.919807429,"Yes, school/college",8,"Yes, school/college"," ","No","Not at all","No","No","Yes","No","No","Somtimes",13,"No","East",3,0.59380763,4
2522,1174,55,4,7,36,"Rural","Type A","Unarried Female",4,"Completed",0.919807429,"Yes, school/college",9,"Yes, school/college"," ","No","Not at all","No","No","Yes","No","No","Somtimes",12,"No","East",3,0.3322224,4
2523,1174,75,3,7,36,"Rural","Type A","Unarried Female",56,"Completed",0.919807429,"Yes, school/college",12,"Yes, school/college"," ","Smart phone","Not at all","Yes","Yes","Yes","No","Yes","Always",14,"No","East",3,2.3948978,5
2524,1174,80,7,7,36,"Rural","Type A","Unarried Female",56,"Completed",0.919807429,"Yes, school/college",9,"Yes, school/college"," ","Smart phone","Not at all","Yes","Yes","Yes","Yes","No","Always",12,"No","East",3,-0.53071124,3
2526,1174,108,10,7,36,"Rural","Type A","Unarried Female",56,"Completed",0.919807429,"Yes, school/college",10,"Yes, school/college"," ","No","Not at all","No","No","Yes","No","No","Always",14,"No","East",3,1.9389866,5
2527,1174,110,11,7,36,"Rural","Type A","Unarried Female",56,"Completed",0.919807429,"Yes, school/college",9,"Yes, school/college"," ","No","Not at all","No","No","Yes","No","No","Always",13,"No","East",3,-0.51220289,3
2528,1174,113,3,7,36,"Rural","Type A","Unarried Female",56,"Completed",0.919807429,"Yes, school/college",9,"Yes, school/college"," ","No","Not at all","No","No","Yes","No","No","Always",14,"No","East",3,0.59380763,4
2529,1174,113,4,7,36,"Rural","Type A","Unarried Female",56,"Completed",0.919807429,"Yes, school/college",7,"Yes, school/college"," ","No","Not at all","Yes","No","No","No","No","Always",13,"No","East",3,0.59380763,4
2530,1174,115,3,7,36,"Rural","Type A","Unarried Female",56,"Completed",0.919807429,"Yes, school/college",4,"No","KX","No","Not at all","No","No","Yes","No","No","Always",12,"No","East",3,-0.90763762,2
2531,1174,123,7,7,36,"Rural","Type A","Unarried Female",3,"Completed",0.919807429,"Yes, school/college",12,"Yes, school/college"," ","Yes , basic mobile phone `","Not at all","No","Yes","Yes","No","Yes","Always",12,"No","East",3,0.69701099,4
2532,1174,124,3,7,36,"Rural","Type A","Unarried Female",3,"Completed",0.919807429,"Yes, school/college",10,"Yes, school/college"," ","No","Not at all","No","No","Yes","No","No","Always",15,"Yes","East",3,-0.73440145,3
2533,1174,126,4,7,36,"Rural","Type A","Unarried Female",3,"Completed",0.919807429,"Yes both",3,"Yes, school/college"," ","No","Not at all","No","No","No","No","No","Somtimes",14,"No","East",3,-0.58404257,3
2534,1174,138,4,7,36,"Rural","Type A","Unarried Female",3,"Completed",0.919807429,"Yes, school/college",12,"Yes, school/college"," ","No","Not at all","No","No","No","No","No","Somtimes",13,"No","East",3,-0.30631683,3
2552,1176,9,3,7,58,"Rural","Type A","Unarried Female",43,"Completed",0.919807429,"Yes, school/college",10,"Yes, school/college"," ","Smart phone","Not at all","Yes","No","Yes","Yes","Yes","Always",13,"Yes","East",3,0.71148638,4
2553,1176,14,9,7,58,"Rural","Type A","Unarried Female",43,"Completed",0.919807429,"Yes, school/college",10,"Yes, school/college"," ","Yes , basic mobile phone `","Not at all","Yes","No","Yes","Yes","No","Somtimes",13,"No","East",3,0.20228809,4
2554,1176,22,3,7,58,"Rural","Type A","Unarried Female",63,"Completed",0.919807429,"Yes, school/college",9,"No","H","Yes , basic mobile phone `","Not at all","No","No","Yes","No","No","Always",15,"No","East",3,0.29999927,4
2555,1176,31,6,7,58,"Rural","Type A","Unarried Female",78,"Completed",0.919807429,"Yes, school/college",12,"Yes, school/college"," ","Smart phone","Not at all","No","No","Yes","No","No","Always",14,"Yes","East",3,-0.05633782,3
2556,1176,31,7,7,58,"Rural","Type A","Unarried Female",78,"Completed",0.919807429,"Yes, school/college",9,"Yes, school/college"," ","No","Not at all","No","No","Yes","No","No","Always",13,"No","East",3,-0.05633782,3
2557,1176,32,2,7,58,"Rural","Type A","Unarried Female",63,"Completed",0.919807429,"Yes, school/college",10,"Yes, school/college"," ","Smart phone","Not at all","No","Yes","Yes","No","Yes","Always",14,"No","East",3,-0.75460554,2
2558,1176,43,4,7,58,"Rural","Type A","Unarried Female",43,"Completed",0.919807429,"Yes, school/college",12,"Yes, school/college"," ","Smart phone","Less than one a week","Yes","No","Yes","No","Yes","Somtimes",14,"No","East",3,1.165039,4
2560,1176,44,3,7,58,"Rural","Type A","Unarried Female",78,"Completed",0.919807429,"Yes, school/college",10,"Yes, school/college"," ","Smart phone","Not at all","No","No","No","No","No","Always",11,"No","East",3,-0.78913384,2
2561,1176,80,9,7,58,"Rural","Type A","Unarried Female",43,"Completed",0.919807429,"Yes, school/college",7,"No","L","Smart phone","Not at all","Yes","No","Yes","No","No","Most of the time",13,"No","East",3,0.66781462,4
2562,1176,94,8,7,58,"Rural","Type A","Unarried Female",43,"Completed",0.919807429,"Yes, school/college",10,"No","F","Yes , basic mobile phone `","Not at all","No","No","Yes","No","No","Most of the time",14,"Yes","East",3,0.0036984,3
2563,1176,101,7,7,58,"Rural","Type A","Unarried Female",78,"Completed",0.919807429,"Yes, school/college",8,"Yes, school/college"," ","No","Not at all","No","Yes","Yes","No","No","Always",14,"No","East",3,-1.9235176,1
2577,1178,16,12,7,58,"Rural","Type A","Unarried Female",43,"Completed",0.919807429,"Yes, madrasa",10,"Yes , madrasa"," ","No","Not at all","No","No","Yes","No","No","Most of the time",13,"No","East",3,-1.4622303,1
2578,1178,16,13,7,58,"Rural","Type A","Unarried Female",43,"Completed",0.919807429,"Yes, madrasa",7,"Yes , madrasa"," ","No","Not at all","No","No","Yes","No","No","Most of the time",13,"No","East",3,-1.4622303,1
2580,1178,18,6,7,58,"Rural","Type A","Unarried Female",43,"Completed",0.919807429,"Yes, school/college",8,"Yes , madrasa"," ","No","Not at all","No","No","Yes","No","No","Somtimes",15,"Yes","East",3,3.2471638,5
2581,1178,19,2,7,58,"Rural","Type A","Unarried Female",43,"Completed",0.919807429,"Yes, school/college",12,"Yes, school/college"," ","Smart phone","Not at all","Yes","No","Yes","No","Yes","Always",13,"No","East",3,1.3477657,4
2582,1178,30,3,7,58,"Rural","Type A","Unarried Female",63,"Completed",0.919807429,"Yes, madrasa",12,"Yes , madrasa"," ","No","Not at all","No","No","Yes","No","No","Somtimes",13,"No","East",3,0.10705925,3
2583,1178,40,4,7,58,"Rural","Type A","Unarried Female",63,"Completed",0.919807429,"Yes, madrasa",8,"Yes , madrasa"," ","No","Not at all","No","No","Yes","No","No","Somtimes",13,"No","East",3,-0.83914644,2
2584,1178,51,3,7,58,"Rural","Type A","Unarried Female",63,"Completed",0.919807429,"Yes, madrasa",8,"Yes , madrasa"," ","No","Not at all","No","No","Yes","No","No","Always",13,"No","East",3,-0.29128728,3
2585,1178,54,4,7,58,"Rural","Type A","Unarried Female",78,"Completed",0.919807429,"Yes, school/college",12,"Yes, school/college"," ","No","Not at all","No","Yes","Yes","No","No","Always",15,"Yes","East",3,0.98648515,4
2586,1178,60,3,7,58,"Rural","Type A","Unarried Female",78,"Completed",0.919807429,"Yes, school/college",10,"No","H","No","Not at all","No","Yes","Yes","No","No","Always",14,"Yes","East",3,1.1226025,4
2587,1178,65,4,7,58,"Rural","Type A","Unarried Female",78,"Completed",0.919807429,"Yes, school/college",10,"Yes, school/college"," ","Yes , basic mobile phone `","Not at all","No","Yes","Yes","No","No","Always",14,"No","East",3,-0.80920572,2
2588,1178,87,3,7,58,"Rural","Type A","Unarried Female",78,"Completed",0.919807429,"Yes, school/college",5,"No","K","No","Not at all","No","No","No","No","No","Most of the time",12,"No","East",3,-0.96706667,2
2589,1178,93,3,7,58,"Rural","Type A","Unarried Female",78,"Completed",0.919807429,"Yes, school/college",9,"Yes, school/college"," ","No","Not at all","No","Yes","Yes","No","No","Always",13,"No","East",3,0.32680616,4
2590,1178,97,4,7,58,"Rural","Type A","Unarried Female",78,"Completed",0.919807429,"Yes, school/college",10,"No","AH","No","Not at all","No","No","Yes","No","No","Always",12,"No","East",3,-0.45912697,3
2591,1178,108,3,7,58,"Rural","Type A","Unarried Female",63,"Completed",0.919807429,"Yes both",6,"No","KL","No","Not at all","No","No","Yes","No","No","Somtimes",15,"Yes","East",3,-0.96652573,2
2592,1178,108,4,7,58,"Rural","Type A","Unarried Female",63,"Completed",0.919807429,"Yes, madrasa",10,"Yes , madrasa"," ","No","Not at all","No","No","Yes","Yes","No","Somtimes",14,"Yes","East",3,-0.96652573,2
2593,1178,141,2,7,58,"Rural","Type A","Unarried Female",78,"Completed",0.919807429,"Yes, school/college",10,"Yes, school/college"," ","No","Not at all","No","No","Yes","No","No","Always",12,"No","East",3,-0.70400466,3
2594,1178,150,7,7,58,"Rural","Type A","Unarried Female",53,"Completed",0.919807429,"Yes, school/college",10,"Yes , madrasa"," ","No","Not at all","No","No","Yes","Yes","No","Always",12,"Yes","East",3,-0.57384821,3
2595,1178,163,3,7,58,"Rural","Type A","Unarried Female",43,"Completed",0.919807429,"Yes, madrasa",5,"No","K","No","Not at all","No","No","No","No","No","Somtimes",13,"No","East",3,-2.2469546,1
2597,1178,167,4,7,58,"Rural","Type A","Unarried Female",43,"Completed",0.919807429,"Yes, madrasa",7,"No","K","No","Not at all","No","No","Yes","No","No","Somtimes",12,"No","East",3,-2.215234,1
2598,1178,179,4,7,58,"Rural","Type A","Unarried Female",43,"Completed",0.919807429,"Yes, school/college",9,"Yes, school/college"," ","No","Not at all","No","No","Yes","No","No","Somtimes",13,"No","East",3,-0.23435669,3
2629,1180,27,5,7,58,"Rural","Type A","Unarried Female",63,"Completed",0.919807429,"Yes, school/college",9,"Yes, school/college"," ","No","Not at all","No","No","Yes","No","No","Always",12,"No","East",3,-0.19812345,3
2630,1180,33,3,7,58,"Rural","Type A","Unarried Female",63,"Completed",0.919807429,"Yes, school/college",10,"Yes, school/college"," ","No","Not at all","No","No","Yes","No","No","Always",11,"No","East",3,1.485434,5
